R_2YncENyk6xtqqfZ,EN,Male,Group 1,2,2,1,2,1,2,Performance1,Middle,Performance2,20%,Performance3,Category 3,Birth,Country 4,Living,City 5,Rating,Very Bad,Middle,10%,Category 6,Country 4,City 3,Very Good,Performance1,Middle,Performance2,5%,Performance3,Category 3,Birth,Country 2,Living,City 2,Rating,Good,High,10%,Category 2,Country 2,City 2,Very Good,Performance1,Low,Performance2,15%,Performance3,Category 4,Birth,Country 3,Living,City 4,Rating,Very Bad,Low,10%,Category 5,Country 1,City 1,Very Good,Performance1,Low,Performance2,5%,Performance3,Category 1,Birth,Country 4,Living,City 3,Rating,Good,High,5%,Category 6,Country 4,City 1,Good,Performance1,Middle,Performance2,5%,Performance3,Category 6,Birth,Country 4,Living,City 1,Rating,Good,Low,25%,Category 3,Country 4,City 1,Good,Performance1,Low,Performance2,15%,Performance3,Category 6,Birth,Country 3,Living,City 5,Rating,Bad,High,30%,Category 6,Country 1,City 4,Very Good
R_2xRvlHmt8S5BrKC,EN,Male,Group 5,1,1,2,1,2,2,Performance1,Middle,Performance2,15%,Performance3,Category 2,Birth,Country 2,Living,City 4,Rating,Very Good,Middle,10%,Category 6,Country 1,City 2,Good,Performance1,Low,Performance2,20%,Performance3,Category 2,Birth,Country 2,Living,City 2,Rating,Bad,Low,5%,Category 4,Country 3,City 4,Bad,Performance1,High,Performance2,5%,Performance3,Category 1,Birth,Country 1,Living,City 2,Rating,Very Bad,Low,10%,Category 2,Country 2,City 2,Good,Performance1,Middle,Performance2,25%,Performance3,Category 5,Birth,Country 4,Living,City 4,Rating,Good,High,15%,Category 6,Country 2,City 2,Bad,Performance1,High,Performance2,5%,Performance3,Category 3,Birth,Country 1,Living,City 2,Rating,Very Good,Low,15%,Category 5,Country 2,City 3,Good,Performance1,Low,Performance2,25%,Performance3,Category 3,Birth,Country 2,Living,City 2,Rating,Bad,Middle,20%,Category 4,Country 3,City 4,Very Good
R_3NVe5o01K0Tkpdb,EN,Male,Group 4,1,1,1,1,1,1,Performance1,Low,Performance2,5%,Performance3,Category 5,Birth,Country 4,Living,City 5,Rating,Bad,Middle,30%,Category 6,Country 3,City 2,Very Bad,Performance1,Low,Performance2,25%,Performance3,Category 4,Birth,Country 2,Living,City 1,Rating,Good,Middle,20%,Category 4,Country 4,City 5,Very Bad,Performance1,Low,Performance2,25%,Performance3,Category 1,Birth,Country 4,Living,City 2,Rating,Very Bad,Middle,5%,Category 2,Country 1,City 4,Very Bad,Performance1,Middle,Performance2,15%,Performance3,Category 3,Birth,Country 4,Living,City 5,Rating,Very Good,High,5%,Category 6,Country 3,City 3,Good,Performance1,High,Performance2,30%,Performance3,Category 1,Birth,Country 4,Living,City 4,Rating,Good,High,20%,Category 4,Country 1,City 1,Very Good,Performance1,Middle,Performance2,15%,Performance3,Category 5,Birth,Country 2,Living,City 3,Rating,Good,High,20%,Category 4,Country 3,City 3,Bad
R_26aubAuric3dKjS,EN,Male,Group 5,2,2,2,1,1,1,Performance1,Middle,Performance2,25%,Performance3,Category 3,Birth,Country 2,Living,City 2,Rating,Very Bad,Middle,5%,Category 4,Country 4,City 2,Very Bad,Performance1,High,Performance2,10%,Performance3,Category 5,Birth,Country 4,Living,City 4,Rating,Very Good,High,15%,Category 6,Country 3,City 1,Good,Performance1,High,Performance2,25%,Performance3,Category 5,Birth,Country 2,Living,City 5,Rating,Very Bad,High,10%,Category 2,Country 3,City 5,Bad,Performance1,Middle,Performance2,20%,Performance3,Category 1,Birth,Country 3,Living,City 2,Rating,Very Bad,Middle,15%,Category 1,Country 2,City 1,Very Bad,Performance1,Low,Performance2,20%,Performance3,Category 6,Birth,Country 1,Living,City 3,Rating,Good,High,10%,Category 5,Country 1,City 1,Very Good,Performance1,High,Performance2,10%,Performance3,Category 6,Birth,Country 1,Living,City 3,Rating,Very Good,High,5%,Category 2,Country 3,City 4,Good
R_C8h2ivZ8QxSHY2J,EN,Male,Group 4,2,1,1,1,1,2,Performance1,Low,Performance2,10%,Performance3,Category 3,Birth,Country 2,Living,City 1,Rating,Bad,Low,25%,Category 3,Country 2,City 2,Bad,Performance1,High,Performance2,20%,Performance3,Category 5,Birth,Country 1,Living,City 1,Rating,Very Good,Low,30%,Category 6,Country 1,City 3,Very Bad,Performance1,Low,Performance2,10%,Performance3,Category 1,Birth,Country 3,Living,City 2,Rating,Very Bad,Middle,25%,Category 1,Country 3,City 3,Bad,Performance1,High,Performance2,20%,Performance3,Category 3,Birth,Country 2,Living,City 2,Rating,Good,Middle,15%,Category 4,Country 1,City 4,Bad,Performance1,High,Performance2,25%,Performance3,Category 5,Birth,Country 3,Living,City 2,Rating,Good,Middle,15%,Category 4,Country 4,City 4,Very Good,Performance1,Middle,Performance2,10%,Performance3,Category 5,Birth,Country 1,Living,City 3,Rating,Bad,High,30%,Category 6,Country 1,City 1,Good
R_2OUsq3QqUhlEdPF,EN,Male,Group 4,1,2,1,2,1,1,Performance1,Low,Performance2,25%,Performance3,Category 3,Birth,Country 4,Living,City 4,Rating,Very Good,Low,30%,Category 3,Country 1,City 3,Very Bad,Performance1,Low,Performance2,15%,Performance3,Category 3,Birth,Country 4,Living,City 3,Rating,Very Bad,Middle,30%,Category 1,Country 3,City 3,Very Bad,Performance1,Middle,Performance2,25%,Performance3,Category 6,Birth,Country 4,Living,City 5,Rating,Good,High,20%,Category 3,Country 2,City 1,Bad,Performance1,Low,Performance2,25%,Performance3,Category 2,Birth,Country 1,Living,City 5,Rating,Bad,Middle,10%,Category 5,Country 4,City 5,Bad,Performance1,High,Performance2,15%,Performance3,Category 1,Birth,Country 3,Living,City 4,Rating,Good,Low,30%,Category 3,Country 1,City 4,Very Good,Performance1,High,Performance2,20%,Performance3,Category 5,Birth,Country 2,Living,City 3,Rating,Very Good,Middle,25%,Category 1,Country 3,City 3,Bad
R_10wtbbXqVGcZc6H,EN,Male,Group 4,2,1,1,2,2,1,Performance1,Low,Performance2,20%,Performance3,Category 3,Birth,Country 3,Living,City 4,Rating,Bad,High,25%,Category 2,Country 3,City 4,Bad,Performance1,High,Performance2,10%,Performance3,Category 5,Birth,Country 2,Living,City 5,Rating,Very Good,Middle,15%,Category 6,Country 1,City 3,Very Bad,Performance1,Middle,Performance2,20%,Performance3,Category 4,Birth,Country 1,Living,City 1,Rating,Very Good,High,20%,Category 2,Country 2,City 3,Bad,Performance1,Low,Performance2,20%,Performance3,Category 5,Birth,Country 1,Living,City 5,Rating,Very Good,Middle,20%,Category 5,Country 4,City 5,Very Good,Performance1,Low,Performance2,10%,Performance3,Category 1,Birth,Country 4,Living,City 1,Rating,Bad,High,15%,Category 4,Country 4,City 5,Good,Performance1,High,Performance2,10%,Performance3,Category 4,Birth,Country 4,Living,City 1,Rating,Very Good,Middle,5%,Category 6,Country 3,City 5,Very Good
R_86yIN8G6H6aihpv,EN,Male,Group 4,2,1,2,1,1,1,Performance1,Middle,Performance2,30%,Performance3,Category 4,Birth,Country 4,Living,City 5,Rating,Good,Low,5%,Category 1,Country 4,City 2,Good,Performance1,Low,Performance2,5%,Performance3,Category 3,Birth,Country 2,Living,City 3,Rating,Bad,Middle,10%,Category 6,Country 1,City 5,Good,Performance1,Low,Performance2,30%,Performance3,Category 6,Birth,Country 4,Living,City 1,Rating,Very Bad,High,30%,Category 3,Country 4,City 2,Very Good,Performance1,Middle,Performance2,5%,Performance3,Category 5,Birth,Country 4,Living,City 5,Rating,Very Good,Middle,15%,Category 4,Country 2,City 2,Bad,Performance1,Middle,Performance2,20%,Performance3,Category 3,Birth,Country 2,Living,City 4,Rating,Very Bad,Middle,5%,Category 3,Country 2,City 5,Very Bad,Performance1,Low,Performance2,15%,Performance3,Category 2,Birth,Country 4,Living,City 4,Rating,Very Good,Low,15%,Category 1,Country 1,City 5,Bad
R_3E9ZqPiGpoHFaQ5,EN,Female,Group 1,2,2,2,1,2,1,Performance1,Low,Performance2,15%,Performance3,Category 3,Birth,Country 3,Living,City 3,Rating,Very Bad,Low,10%,Category 2,Country 1,City 2,Good,Performance1,Low,Performance2,25%,Performance3,Category 1,Birth,Country 1,Living,City 4,Rating,Very Bad,Low,20%,Category 1,Country 2,City 2,Very Good,Performance1,Middle,Performance2,5%,Performance3,Category 1,Birth,Country 4,Living,City 4,Rating,Bad,Middle,25%,Category 6,Country 4,City 1,Very Good,Performance1,Middle,Performance2,15%,Performance3,Category 4,Birth,Country 3,Living,City 3,Rating,Good,Low,15%,Category 2,Country 2,City 4,Very Good,Performance1,Low,Performance2,25%,Performance3,Category 6,Birth,Country 1,Living,City 1,Rating,Bad,Low,5%,Category 1,Country 1,City 5,Very Good,Performance1,Middle,Performance2,25%,Performance3,Category 6,Birth,Country 1,Living,City 3,Rating,Very Bad,Middle,30%,Category 4,Country 1,City 4,Very Good
R_1jkqeW2syFjIK1K,EN,Male,Group 4,2,1,1,1,1,2,Performance1,High,Performance2,10%,Performance3,Category 5,Birth,Country 2,Living,City 2,Rating,Very Bad,Middle,20%,Category 6,Country 4,City 2,Good,Performance1,Low,Performance2,15%,Performance3,Category 2,Birth,Country 4,Living,City 3,Rating,Very Bad,Middle,5%,Category 3,Country 1,City 1,Bad,Performance1,Middle,Performance2,10%,Performance3,Category 2,Birth,Country 3,Living,City 4,Rating,Bad,Low,15%,Category 2,Country 3,City 2,Good,Performance1,High,Performance2,15%,Performance3,Category 5,Birth,Country 1,Living,City 3,Rating,Bad,Middle,20%,Category 1,Country 3,City 2,Bad,Performance1,Middle,Performance2,25%,Performance3,Category 2,Birth,Country 4,Living,City 4,Rating,Bad,High,5%,Category 6,Country 2,City 5,Very Bad,Performance1,Middle,Performance2,20%,Performance3,Category 4,Birth,Country 4,Living,City 4,Rating,Very Bad,High,30%,Category 3,Country 3,City 1,Bad
R_3ktG1DW3ZmyY3dI,EN,Female,Group 2,1,1,2,1,1,2,Performance1,Low,Performance2,20%,Performance3,Category 5,Birth,Country 3,Living,City 2,Rating,Bad,Middle,25%,Category 5,Country 3,City 1,Very Bad,Performance1,High,Performance2,15%,Performance3,Category 6,Birth,Country 2,Living,City 2,Rating,Good,Middle,25%,Category 5,Country 3,City 1,Good,Performance1,Middle,Performance2,15%,Performance3,Category 1,Birth,Country 2,Living,City 3,Rating,Very Good,Low,20%,Category 6,Country 2,City 1,Bad,Performance1,Middle,Performance2,25%,Performance3,Category 5,Birth,Country 1,Living,City 5,Rating,Very Bad,High,30%,Category 6,Country 4,City 1,Good,Performance1,High,Performance2,10%,Performance3,Category 2,Birth,Country 3,Living,City 5,Rating,Very Bad,Middle,25%,Category 2,Country 1,City 1,Very Bad,Performance1,High,Performance2,15%,Performance3,Category 4,Birth,Country 1,Living,City 4,Rating,Very Bad,High,30%,Category 3,Country 1,City 1,Good
R_e9xkPqINbIpN6HT,EN,Female,Group 5,1,1,2,2,1,1,Performance1,Middle,Performance2,5%,Performance3,Category 3,Birth,Country 1,Living,City 2,Rating,Very Good,Low,30%,Category 5,Country 4,City 5,Very Bad,Performance1,Middle,Performance2,25%,Performance3,Category 4,Birth,Country 3,Living,City 1,Rating,Bad,High,5%,Category 6,Country 2,City 4,Bad,Performance1,Middle,Performance2,10%,Performance3,Category 5,Birth,Country 3,Living,City 2,Rating,Good,Low,25%,Category 4,Country 1,City 4,Good,Performance1,Middle,Performance2,15%,Performance3,Category 2,Birth,Country 4,Living,City 5,Rating,Very Bad,Low,30%,Category 6,Country 3,City 5,Very Good,Performance1,High,Performance2,25%,Performance3,Category 6,Birth,Country 3,Living,City 5,Rating,Bad,Low,20%,Category 2,Country 2,City 5,Very Bad,Performance1,Low,Performance2,30%,Performance3,Category 6,Birth,Country 3,Living,City 4,Rating,Good,Low,15%,Category 1,Country 2,City 2,Bad
R_1QDH3Uhg8fZpQYT,EN,Male,Group 4,2,2,1,2,2,1,Performance1,High,Performance2,30%,Performance3,Category 3,Birth,Country 2,Living,City 1,Rating,Very Bad,Middle,20%,Category 3,Country 1,City 2,Very Bad,Performance1,Low,Performance2,30%,Performance3,Category 4,Birth,Country 2,Living,City 3,Rating,Very Bad,High,5%,Category 2,Country 4,City 3,Very Good,Performance1,Low,Performance2,10%,Performance3,Category 5,Birth,Country 4,Living,City 2,Rating,Good,High,15%,Category 4,Country 2,City 1,Bad,Performance1,Low,Performance2,10%,Performance3,Category 5,Birth,Country 1,Living,City 5,Rating,Very Bad,High,25%,Category 3,Country 1,City 3,Very Good,Performance1,Middle,Performance2,5%,Performance3,Category 5,Birth,Country 4,Living,City 1,Rating,Very Bad,Middle,15%,Category 4,Country 3,City 5,Very Good,Performance1,High,Performance2,30%,Performance3,Category 6,Birth,Country 2,Living,City 1,Rating,Good,Low,20%,Category 5,Country 2,City 2,Bad
R_WByDGuR6QSPSupX,EN,Male,Group 1,1,1,1,1,1,2,Performance1,Middle,Performance2,30%,Performance3,Category 5,Birth,Country 4,Living,City 4,Rating,Very Good,Low,20%,Category 4,Country 2,City 5,Bad,Performance1,Middle,Performance2,20%,Performance3,Category 3,Birth,Country 3,Living,City 1,Rating,Good,Middle,5%,Category 3,Country 1,City 2,Good,Performance1,High,Performance2,5%,Performance3,Category 3,Birth,Country 1,Living,City 4,Rating,Very Good,Low,25%,Category 6,Country 2,City 3,Bad,Performance1,High,Performance2,10%,Performance3,Category 2,Birth,Country 2,Living,City 3,Rating,Very Good,Low,5%,Category 1,Country 4,City 4,Very Good,Performance1,Low,Performance2,20%,Performance3,Category 4,Birth,Country 1,Living,City 5,Rating,Bad,Middle,15%,Category 1,Country 2,City 2,Bad,Performance1,Middle,Performance2,15%,Performance3,Category 5,Birth,Country 2,Living,City 1,Rating,Bad,High,20%,Category 1,Country 1,City 4,Good
R_3JA2Z6KlCcTIEX7,EN,Male,Group 2,2,1,1,1,1,1,Performance1,High,Performance2,25%,Performance3,Category 3,Birth,Country 3,Living,City 4,Rating,Bad,Middle,20%,Category 1,Country 3,City 1,Very Bad,Performance1,High,Performance2,5%,Performance3,Category 5,Birth,Country 2,Living,City 5,Rating,Bad,Middle,5%,Category 6,Country 1,City 4,Very Good,Performance1,High,Performance2,20%,Performance3,Category 6,Birth,Country 1,Living,City 2,Rating,Bad,High,15%,Category 6,Country 2,City 1,Bad,Performance1,Low,Performance2,15%,Performance3,Category 1,Birth,Country 3,Living,City 1,Rating,Very Good,Middle,30%,Category 5,Country 1,City 4,Good,Performance1,Low,Performance2,10%,Performance3,Category 4,Birth,Country 2,Living,City 3,Rating,Very Bad,Low,5%,Category 2,Country 3,City 5,Good,Performance1,Low,Performance2,20%,Performance3,Category 2,Birth,Country 3,Living,City 2,Rating,Good,Low,25%,Category 3,Country 3,City 2,Very Good
R_ueQDi7oqG1OJ9SN,EN,Male,Group 1,1,1,1,2,2,2,Performance1,Low,Performance2,30%,Performance3,Category 2,Birth,Country 3,Living,City 3,Rating,Good,Low,20%,Category 1,Country 4,City 5,Very Good,Performance1,Middle,Performance2,5%,Performance3,Category 3,Birth,Country 1,Living,City 5,Rating,Bad,High,20%,Category 1,Country 2,City 5,Bad,Performance1,Middle,Performance2,5%,Performance3,Category 5,Birth,Country 2,Living,City 5,Rating,Good,Low,30%,Category 5,Country 4,City 1,Very Bad,Performance1,Middle,Performance2,20%,Performance3,Category 5,Birth,Country 1,Living,City 4,Rating,Very Bad,High,10%,Category 1,Country 4,City 5,Very Good,Performance1,Middle,Performance2,15%,Performance3,Category 5,Birth,Country 4,Living,City 1,Rating,Very Good,High,30%,Category 5,Country 2,City 3,Very Bad,Performance1,Middle,Performance2,10%,Performance3,Category 6,Birth,Country 3,Living,City 5,Rating,Very Bad,High,10%,Category 6,Country 4,City 4,Bad
R_272rosBGlyeXdCu,EN,Male,Group 5,2,2,1,2,1,1,Performance1,Low,Performance2,15%,Performance3,Category 2,Birth,Country 3,Living,City 2,Rating,Very Good,High,30%,Category 5,Country 2,City 3,Very Good,Performance1,Middle,Performance2,25%,Performance3,Category 1,Birth,Country 1,Living,City 5,Rating,Good,Middle,25%,Category 1,Country 4,City 5,Bad,Performance1,Middle,Performance2,30%,Performance3,Category 4,Birth,Country 3,Living,City 3,Rating,Good,High,15%,Category 3,Country 3,City 2,Very Good,Performance1,High,Performance2,5%,Performance3,Category 1,Birth,Country 3,Living,City 5,Rating,Bad,High,5%,Category 3,Country 3,City 5,Very Bad,Performance1,Low,Performance2,15%,Performance3,Category 3,Birth,Country 1,Living,City 2,Rating,Bad,Low,10%,Category 4,Country 4,City 2,Very Bad,Performance1,Low,Performance2,20%,Performance3,Category 1,Birth,Country 1,Living,City 5,Rating,Bad,Middle,5%,Category 2,Country 3,City 3,Bad
R_VIk4I9oTbo4LJYZ,EN,Female,Group 5,2,2,1,2,2,1,Performance1,Low,Performance2,15%,Performance3,Category 2,Birth,Country 2,Living,City 3,Rating,Bad,Middle,30%,Category 1,Country 1,City 3,Very Good,Performance1,High,Performance2,10%,Performance3,Category 2,Birth,Country 4,Living,City 3,Rating,Very Good,Low,10%,Category 1,Country 1,City 3,Very Bad,Performance1,Middle,Performance2,25%,Performance3,Category 5,Birth,Country 2,Living,City 1,Rating,Very Bad,High,5%,Category 2,Country 3,City 1,Bad,Performance1,Middle,Performance2,20%,Performance3,Category 5,Birth,Country 2,Living,City 2,Rating,Bad,High,5%,Category 6,Country 4,City 4,Good,Performance1,Middle,Performance2,20%,Performance3,Category 1,Birth,Country 3,Living,City 4,Rating,Bad,Low,5%,Category 2,Country 3,City 4,Good,Performance1,Low,Performance2,15%,Performance3,Category 4,Birth,Country 3,Living,City 5,Rating,Very Bad,High,5%,Category 2,Country 1,City 5,Bad
R_3j661g9oEixv4hk,EN,Male,Group 3,1,2,1,2,2,2,Performance1,Low,Performance2,25%,Performance3,Category 6,Birth,Country 3,Living,City 2,Rating,Very Good,Low,15%,Category 1,Country 3,City 4,Bad,Performance1,High,Performance2,10%,Performance3,Category 3,Birth,Country 4,Living,City 3,Rating,Very Bad,Middle,10%,Category 1,Country 2,City 5,Bad,Performance1,Middle,Performance2,30%,Performance3,Category 2,Birth,Country 4,Living,City 1,Rating,Very Bad,Low,30%,Category 4,Country 2,City 5,Very Bad,Performance1,Middle,Performance2,20%,Performance3,Category 5,Birth,Country 1,Living,City 2,Rating,Bad,Low,30%,Category 3,Country 4,City 3,Good,Performance1,Middle,Performance2,5%,Performance3,Category 2,Birth,Country 1,Living,City 5,Rating,Bad,Middle,25%,Category 1,Country 3,City 2,Very Good,Performance1,High,Performance2,5%,Performance3,Category 6,Birth,Country 1,Living,City 1,Rating,Very Bad,Low,20%,Category 1,Country 4,City 2,Very Bad
R_33fqSak8JrqOQIC,EN,Male,Group 2,2,1,1,1,2,2,Performance1,Low,Performance2,15%,Performance3,Category 2,Birth,Country 1,Living,City 3,Rating,Very Bad,High,30%,Category 3,Country 4,City 2,Very Good,Performance1,Low,Performance2,30%,Performance3,Category 4,Birth,Country 3,Living,City 3,Rating,Very Bad,Low,25%,Category 2,Country 2,City 4,Good,Performance1,Middle,Performance2,25%,Performance3,Category 2,Birth,Country 4,Living,City 2,Rating,Very Good,High,15%,Category 2,Country 4,City 5,Very Bad,Performance1,Low,Performance2,20%,Performance3,Category 5,Birth,Country 3,Living,City 5,Rating,Very Good,Low,10%,Category 6,Country 1,City 1,Good,Performance1,Middle,Performance2,5%,Performance3,Category 1,Birth,Country 2,Living,City 2,Rating,Very Good,High,20%,Category 3,Country 2,City 2,Very Good,Performance1,Low,Performance2,30%,Performance3,Category 6,Birth,Country 4,Living,City 5,Rating,Good,Low,20%,Category 4,Country 1,City 5,Very Good
R_2XdgtFRSRmdcByo,EN,Male,Group 4,1,1,2,2,2,1,Performance1,Middle,Performance2,10%,Performance3,Category 3,Birth,Country 1,Living,City 5,Rating,Bad,Middle,15%,Category 3,Country 2,City 2,Bad,Performance1,High,Performance2,15%,Performance3,Category 5,Birth,Country 2,Living,City 3,Rating,Very Good,Middle,30%,Category 4,Country 3,City 5,Very Bad,Performance1,Middle,Performance2,15%,Performance3,Category 6,Birth,Country 1,Living,City 4,Rating,Very Good,High,15%,Category 6,Country 4,City 5,Very Good,Performance1,Middle,Performance2,15%,Performance3,Category 1,Birth,Country 4,Living,City 2,Rating,Very Bad,Low,30%,Category 2,Country 4,City 5,Very Bad,Performance1,High,Performance2,5%,Performance3,Category 2,Birth,Country 1,Living,City 4,Rating,Bad,High,10%,Category 4,Country 4,City 2,Very Bad,Performance1,High,Performance2,15%,Performance3,Category 2,Birth,Country 4,Living,City 4,Rating,Very Good,Middle,30%,Category 2,Country 2,City 2,Very Bad
R_p0ONTtuyzSdPkJj,EN,Female,Group 5,1,1,1,1,2,1,Performance1,Low,Performance2,20%,Performance3,Category 4,Birth,Country 4,Living,City 4,Rating,Good,Low,30%,Category 1,Country 2,City 3,Bad,Performance1,Middle,Performance2,30%,Performance3,Category 3,Birth,Country 1,Living,City 2,Rating,Very Good,High,30%,Category 4,Country 4,City 5,Very Bad,Performance1,Low,Performance2,25%,Performance3,Category 6,Birth,Country 3,Living,City 3,Rating,Very Good,Low,10%,Category 1,Country 2,City 4,Good,Performance1,High,Performance2,5%,Performance3,Category 2,Birth,Country 3,Living,City 5,Rating,Bad,High,10%,Category 1,Country 3,City 3,Very Bad,Performance1,Low,Performance2,30%,Performance3,Category 2,Birth,Country 1,Living,City 5,Rating,Very Bad,Middle,15%,Category 4,Country 2,City 4,Good,Performance1,Middle,Performance2,30%,Performance3,Category 3,Birth,Country 3,Living,City 1,Rating,Very Good,Low,20%,Category 5,Country 1,City 2,Bad
R_1N2ZfP3c5tZc5Vo,EN,Female,Group 4,1,1,2,1,2,1,Performance1,High,Performance2,15%,Performance3,Category 4,Birth,Country 1,Living,City 3,Rating,Very Good,Low,10%,Category 6,Country 1,City 4,Bad,Performance1,Low,Performance2,5%,Performance3,Category 4,Birth,Country 4,Living,City 3,Rating,Very Good,High,15%,Category 4,Country 4,City 4,Very Bad,Performance1,High,Performance2,5%,Performance3,Category 1,Birth,Country 2,Living,City 2,Rating,Very Bad,Middle,15%,Category 5,Country 3,City 2,Very Bad,Performance1,Middle,Performance2,30%,Performance3,Category 2,Birth,Country 3,Living,City 1,Rating,Very Good,Low,20%,Category 3,Country 2,City 1,Good,Performance1,Low,Performance2,5%,Performance3,Category 4,Birth,Country 2,Living,City 5,Rating,Good,High,25%,Category 1,Country 2,City 5,Good,Performance1,High,Performance2,10%,Performance3,Category 3,Birth,Country 1,Living,City 4,Rating,Bad,Middle,25%,Category 2,Country 2,City 4,Very Bad
R_3HHdR22xr42aEzK,EN,Male,Group 1,1,1,2,1,1,2,Performance1,High,Performance2,10%,Performance3,Category 4,Birth,Country 2,Living,City 5,Rating,Very Good,High,15%,Category 2,Country 3,City 4,Bad,Performance1,High,Performance2,20%,Performance3,Category 6,Birth,Country 4,Living,City 3,Rating,Bad,Low,25%,Category 6,Country 2,City 4,Good,Performance1,Middle,Performance2,20%,Performance3,Category 5,Birth,Country 4,Living,City 4,Rating,Good,High,25%,Category 1,Country 1,City 5,Good,Performance1,High,Performance2,20%,Performance3,Category 1,Birth,Country 4,Living,City 5,Rating,Good,Middle,15%,Category 1,Country 3,City 5,Good,Performance1,High,Performance2,20%,Performance3,Category 3,Birth,Country 1,Living,City 3,Rating,Bad,Middle,30%,Category 3,Country 1,City 3,Bad,Performance1,High,Performance2,5%,Performance3,Category 3,Birth,Country 4,Living,City 5,Rating,Very Bad,High,30%,Category 6,Country 4,City 2,Very Bad
R_1hArjXXOfcuYcg4,EN,Male,Group 3,1,1,1,1,2,2,Performance1,Middle,Performance2,20%,Performance3,Category 4,Birth,Country 3,Living,City 5,Rating,Very Bad,High,5%,Category 4,Country 4,City 2,Very Good,Performance1,Middle,Performance2,5%,Performance3,Category 3,Birth,Country 4,Living,City 1,Rating,Very Good,High,5%,Category 2,Country 1,City 3,Good,Performance1,Low,Performance2,15%,Performance3,Category 6,Birth,Country 2,Living,City 5,Rating,Very Good,Low,5%,Category 3,Country 3,City 4,Good,Performance1,Low,Performance2,5%,Performance3,Category 4,Birth,Country 4,Living,City 1,Rating,Very Bad,High,20%,Category 1,Country 3,City 5,Bad,Performance1,High,Performance2,10%,Performance3,Category 2,Birth,Country 2,Living,City 3,Rating,Very Bad,Middle,5%,Category 1,Country 4,City 5,Very Bad,Performance1,Low,Performance2,30%,Performance3,Category 2,Birth,Country 3,Living,City 3,Rating,Good,Middle,5%,Category 2,Country 1,City 1,Good
R_1k2cXgYPJdXvn0o,EN,Male,Group 5,2,2,1,1,2,1,Performance1,High,Performance2,30%,Performance3,Category 5,Birth,Country 2,Living,City 2,Rating,Very Bad,Low,15%,Category 2,Country 1,City 1,Very Good,Performance1,High,Performance2,20%,Performance3,Category 5,Birth,Country 4,Living,City 3,Rating,Very Bad,High,15%,Category 5,Country 4,City 2,Very Bad,Performance1,High,Performance2,30%,Performance3,Category 6,Birth,Country 3,Living,City 1,Rating,Very Bad,Middle,5%,Category 2,Country 1,City 3,Good,Performance1,Middle,Performance2,25%,Performance3,Category 6,Birth,Country 3,Living,City 2,Rating,Very Bad,High,5%,Category 5,Country 1,City 4,Very Bad,Performance1,Middle,Performance2,25%,Performance3,Category 5,Birth,Country 4,Living,City 2,Rating,Very Bad,Low,15%,Category 2,Country 1,City 5,Very Good,Performance1,Middle,Performance2,30%,Performance3,Category 4,Birth,Country 4,Living,City 2,Rating,Good,Low,30%,Category 5,Country 2,City 4,Very Bad
R_b2YOWQCd1LA6NZ7,EN,Female,Group 4,1,1,2,2,1,1,Performance1,High,Performance2,5%,Performance3,Category 3,Birth,Country 1,Living,City 2,Rating,Good,Low,20%,Category 3,Country 2,City 2,Bad,Performance1,Middle,Performance2,10%,Performance3,Category 2,Birth,Country 2,Living,City 5,Rating,Very Good,Middle,10%,Category 2,Country 3,City 3,Very Good,Performance1,Middle,Performance2,30%,Performance3,Category 6,Birth,Country 2,Living,City 4,Rating,Good,Low,20%,Category 1,Country 3,City 4,Very Bad,Performance1,Low,Performance2,5%,Performance3,Category 1,Birth,Country 3,Living,City 5,Rating,Bad,Middle,20%,Category 3,Country 2,City 3,Good,Performance1,Low,Performance2,25%,Performance3,Category 3,Birth,Country 2,Living,City 5,Rating,Good,Low,5%,Category 3,Country 2,City 5,Very Bad,Performance1,Low,Performance2,15%,Performance3,Category 2,Birth,Country 4,Living,City 5,Rating,Very Bad,High,15%,Category 4,Country 4,City 2,Very Bad
R_11YksQPSbadO8rA,EN,Female,Group 4,2,2,1,2,2,1,Performance1,Middle,Performance2,30%,Performance3,Category 3,Birth,Country 3,Living,City 5,Rating,Good,High,20%,Category 6,Country 1,City 2,Very Good,Performance1,Middle,Performance2,5%,Performance3,Category 4,Birth,Country 4,Living,City 2,Rating,Very Bad,High,5%,Category 5,Country 1,City 2,Good,Performance1,High,Performance2,25%,Performance3,Category 5,Birth,Country 2,Living,City 4,Rating,Good,High,20%,Category 2,Country 3,City 1,Very Good,Performance1,Low,Performance2,20%,Performance3,Category 4,Birth,Country 2,Living,City 2,Rating,Good,High,10%,Category 3,Country 4,City 3,Good,Performance1,Low,Performance2,5%,Performance3,Category 2,Birth,Country 1,Living,City 2,Rating,Bad,High,30%,Category 6,Country 2,City 4,Bad,Performance1,High,Performance2,10%,Performance3,Category 5,Birth,Country 2,Living,City 3,Rating,Very Good,High,25%,Category 1,Country 4,City 2,Very Bad
